FMID,MarketName,Website,Street,City,County,State,Zip,Schedule,x,y,Location,Credit,WIC,WICcash,SFMNP,SNAP,Bakedgoods,Cheese,Crafts,Flowers,Eggs,Seafood,Herbs,Vegetables,Honey,Jams,Maple,Meat,Nursery,Nuts,Plants,Poultry,Prepared,Soap,Trees,Wine,updateTime
1002363,66.2 Blountville Farmer's Market,,3258 Highway 126,Blountville,Sullivan,Tennessee,37617,"April - October , (There is no set ending time for the Market as customer traffic and vendor inventory may change weekly.)",-82.3201083333,36.5340472222,Local government building grounds,N,N,N,N,N,Y,N,Y,N,Y,N,Y,Y,Y,Y,N,Y,Y,N,N,N,N,N,Y,N,5/7/2012 11:39:02 AM
22001884,66.7 Seneca Farmers Market,,Main Street,Seneca,Oconee,South Carolina,29678,,-82.9515,34.6851,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
22000188,67.1 Pendleton Farmers Market,http://www.pendletonfarmersmarket.org,On the Village Green,Pendleton,Anderson,South Carolina,29670,,-82.7816,34.6409,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Apr 27 2010 6:40PM
22003305,67.7 Shull's Farmer and Gardener Co-op,http://www.shullsfarm.com,4249 Roan Creek Road,Mountain City,Johnson,Tennessee,37683,,-81.8588,36.3961,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
22000535,68.7 Simply Homegrown: A Farmers' Market,http://www.simplyhomegrown.org,74 N. Main Street,Clayton,Rabun,Georgia,30525,,-83.4006,34.8786,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,May 9 2010 6:41AM
22003330,69.6 Seymour Farmers Market,,11621 Chapman Highway,Seymour,Sevier,Tennessee,37865,,-83.7498,35.8662,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1001331,70.5 Northeast Georgia. Locally Grown.net,http://http:/www.northeastgeorgia.locallygrown.net,63 Mill Gap Lane,Tiger,Rabun,Georgia,30576,April - December Wednesday 5:00 PM to 7:00 PM,-83.4268816,34.8626154,"On a farm from: a barn, a greenhouse, a tent, a stand, etc",N,N,N,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,N,Y,Y,Y,N,N,4/27/2012 11:10:58 PM
22005275,72.2 Town of Gate City Farmer's Market,http://www.townofgatecity.com/,156 East Jackson Street,Gate City,,Virginia,24251,,-82.5791,36.6392,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011
22003332,72.2 State Street Farmers Market,http://www.brisltn.org/venue/farmersmarketindex.html,Stat Street,Bristol,Sullivan,Tennessee,37625,,-82.1388,36.5844,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
21001029,72.4 Johnson County Farmers Market,http://www.johnsoncountyfarmersmarket.org,212 Roan Creek Rd.,Mountain City,Johnson,Tennessee,37683,"January - December Tuesday 3:00 pm to 6:00 pm, Saturday 9:00 am to 1:00 pm, (Tuesdays open June 14 to August 30)",-81.7995,36.4454,Private business parking lot,N,N,N,N,N,N,N,Y,Y,N,N,Y,Y,Y,Y,N,Y,N,N,Y,N,Y,Y,N,N,4/5/2011 10:58:29 AM
22003306,72.8 The Garden Barn Farmers Market,,South Shady Street,Mountain City,Johnson,Tennessee,37683,,-81.7984,36.4522,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1004478,72.9 Graham County Farmer's Market,http://smnpa.org,Main Street,Robbinsville,Graham,North Carolina,28771,July - October Saturday 8:00 AM to 12:00 PM,-83.807144,35.324019,Other,N,N,N,N,N,Y,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,5/31/2012 6:32:17 PM
22003329,73.2 Mountain City Farmers Market,,1273 S. Shady Street,Mountain City,Johnson,Tennessee,37683,,-81.7998,36.4596,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
22000877,73.4 Lincoln County Farmers Market in Downtown Lincolnton,http://www.lincolnfreshfinds.blogspot.com,225 West Water Street,Lincolnton,Lincoln,North Carolina,28092,,-81.2592,35.4698,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Jun 2 2010 2:20PM
22001873,73.9 Belton Farmers Market,,North Main Street & Blake Street,Belton,Anderson,South Carolina,29627,,-82.496,34.5268,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
22003783,75.3 Anderson County Farmers Market,,Murray Avenue & Tribble Street,Anderson,Anderson,South Carolina,29624,,-82.6527,34.5071,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1002751,"75.5 Conover Farmers Market, Inc",http://www.conoverfarmersmarket.org,109 1st Street East,Conover,Catawba,North Carolina,28613,"April - October Saturday 7:30 AM to 12:00 PM November Saturday 10:00 AM to 2:00 PM, (Holiday Craft Fair which includes farmers market vendors)",-81.217697,35.706395,Local government building grounds,N,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,Y,5/9/2012 4:05:27 PM
22005399,75.5 Farmers Market at The Filling Station,,302 East Whitner Street,Anderson,Anderson,South Carolina,29621,June - August Tuesday 4:00 PM to 7:00 PM,-82.6468889,34.5040342,Private business parking lot,Y,N,N,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,N,Y,N,Y,Y,N,N,7/23/2012 4:00:15 PM
22003256,75.7 Catawba County Farmers Market,http://www.ces.ncsu.edu/copubs/ag/fnv/002,Highway 70-321,Newton,Catawba,North Carolina,28658,,-81.2143,35.7012,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
22001576,76.4 Andrews Farmers Market,http://andrewsfarmersmarket.com,First Street,Andrews,Cherokee,North Carolina,,,-83.8232,35.2027,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
22002838,76.4 Mountain Valley Farmers Market,,Old Courthouse Square,Hayesville,Clay,North Carolina,28904,,-83.7449,35.0645,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1002988,78.7 Fair Play Farmers Market,,150 School Rd,Fair Play,Oconee,South Carolina,29643,June - September Saturday 7:30 AM to 10:30 AM,-82.9865725,34.5116227,Other,N,Y,N,Y,N,Y,N,Y,N,Y,N,N,Y,Y,Y,N,N,N,N,Y,N,N,Y,N,N,5/13/2012 3:17:39 PM
22003328,80.1 Maryville Farmers Market,http://www.maryvillefarmersmarket.org,E Church Avenue,Maryville,Blount,Tennessee,37803,,-83.9696,35.7567,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1002962,80.4 Nickelsville Farmers Market,,11826 Nickelsville Hwy,Nickelsville,Scott,Virginia,24271,June - September Friday 4:00 PM to 8:00 PM,-82.4157,36.752,Local government building grounds,Y,N,N,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,N,N,Y,N,N,Y,N,N,N,N,N,5/11/2012 9:25:40 PM
22001905,80.4 Union Farmers Market,,North Mountain Street,Union,Union,South Carolina,29379,,-81.6216,34.7172,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1004260,80.6 New Harvest Park Farmers Market,,4775 New Harvest Lane,Knoxville,Knox,Tennessee,37918,April - December Thursday 3:00 PM to 6:00 PM,-83.884558,36.040025,Local government building grounds,Y,N,N,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,N,5/29/2012 10:09:28 AM
1000528,80.6 The Market Square Farmers' Market,http://marketsquarefarmersmarket.org,1 Market Square,Knoxville,Knox,Tennessee,39702,"May - November Wednesday 11:00 AM to 2:00 PM, Saturday 9:00 AM to 2:00 PM",-83.919454,35.965242,Closed-off public street,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,N,4/25/2012 12:42:43 PM
22000952,80.9 fridays@G-Town Market,,Main Street,Gastonia,Gaston,North Carolina,28052,,-81.1773,35.2641,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Jun 9 2010 12:16PM
1001307,81.0 Gastonia Farmers Market,http://www.gastoniafarmersmarket.com,410 E Long Avenue,Gastonia,Gaston,North Carolina,28054,"April Saturday 8:00 AM to 12:00 PM May - October Tuesday 7:00 AM to 1:00 PM, Thursday 7:00 AM to 1:00 PM, Saturday 7:00 AM to 1:00 PM November Saturday 8:00 AM to 12:00 PM December Friday - Saturday 9 to 5, (December is for local craft faire...1st and 2nd weekends of December.)",-81.1757,35.26521,Local government building grounds,Y,Y,N,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,4/27/2012 5:27:20 PM
1001601,81.2 UT Farmers Market,http://tennessee.vegetables.edu,2518 Jacob Drive,Knoxville,Knox,Tennessee,37996,May - October Wednesday 4:00 PM to 7:00 PM,-83.938079,35.944173,Educational institution,Y,N,N,N,N,Y,Y,Y,Y,Y,N,Y,Y,N,Y,N,Y,Y,N,Y,N,Y,Y,N,N,4/30/2012 1:34:24 PM
1004309,81.3 Towns County Farmers Market,,Hwy 76 West,Hiawassee,Towns,Georgia,30546,June - October Saturday 8:00 AM to 1:00 PM,-83.772297,34.963201,Local government building grounds,Y,N,N,N,N,N,N,N,Y,N,N,Y,Y,Y,N,N,N,Y,N,Y,N,N,Y,Y,N,5/29/2012 10:10:59 PM
1000517,81.5 Ashe County Farmers Market,,108 Backstreet,West Jefferson,Ashe,North Carolina,28694,"April - December Wednesday 8:00 AM to 1:00 PM, Saturday 8:00 AM to 1:00 PM, (The Saturday Market will be April - December. and the Wednesday Market will open July 11, 2012 - September 2012.)",-81.493514,36.402494,Local government building grounds,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,4/25/2012 12:37:43 PM
22003784,81.9 Laurens Farmers Market,,Historic Downtown Laurens,Laurens,Laurens,South Carolina,29360,,-82.0151,34.4946,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
22001929,82.1 Tri-State Farmers Market,,Methodist Church,Tazewell,Claiborne,Tennessee,37879,,-83.5532,36.4678,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1001782,82.5 East TN Farmers Association for Retail Marketing (F.A.R.M.),http://www.easttnfarmmarkets.org,3457 Kingston Pike,Knoxville,Knox,Tennessee,37919,"April - November Tuesday 3:00 PM to 6:00 PM, Friday 3:00 PM to 6:00 PM",-83.9609043,35.947668,"Faith-based institution (e.g., church, mosque, synagogue, temple)",N,N,N,N,N,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,N,N,N,Y,N,4/30/2012 6:40:50 PM
22003623,83.0 Duffield Farmers Market,,,Jonesville,Lee,Virginia,24263,,-83.154,36.695,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1004338,83.5 Abingdon Farmers Market,http://www.abingdonfarmersmarket.com,Remsburg Drive and Cummings Street,Abingdon,Washington,Virginia,24210,"April - August Tuesday 3:00 PM to 6:00 PM, Saturday 7:00 AM to 12:00 PM September - November Tuesday 3:00 PM to 6:00 PM, Saturday 8:00 AM to 12:00 PM December Saturday 10:00 AM to 12:00 PM",-81.977406,36.708734,Local government building grounds,N,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,5/30/2012 12:25:04 PM
21005019,85.1 Lowell Farmers' Market,http://lowellnc.com/LowellFarmersMarket.htm,200 E. Second Street,Lowell,Gaston,North Carolina,28098,January - December Thursday 4:00 pm to 8:00 pm,-81.0994,35.2668,Closed-off public street,N,N,N,N,N,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,Y,N,Y,Y,N,N,Y,N,N,5/9/2011 8:29:38 AM
21005296,85.1 Blue Ridge Farmers Market,,626 Ashe Central School Road (Ashe Family Central),Jefferson,Alleghany,North Carolina,28640,"January - December Monday 11:00 am to 3:30 pm, Thursday 11:00 am to 6:30 pm",-81.4353,36.4287,Educational institution,N,N,N,N,N,Y,Y,Y,N,N,N,N,Y,Y,Y,N,Y,N,N,N,N,Y,Y,N,N,5/13/2011 9:59:02 AM
22000878,86.1 Lincoln County Farmers Market at Denver,http://www.lincolnfreshfinds.blogspot.com,3633 Highway 16 North,Denver,Lincoln,North Carolina,28037,,-81.0259,35.5287,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Jun 2 2010 2:26PM
1004326,86.1 Lavonia Georgia Farmers Market,http://www.LavoniaEvents.com,East Main Street,Lavonia,Franklin,Georgia,30553,"January - December Wednesday 7:00 am to 11:00 am, Saturday 7:00 am to 11:00 am, (During special downtown events , seasonal festivals, and the annual Christmas Festival on December 7th - 5 pm - 9 pm, the Farmers Market vendors are invited to participate .)",-83.1038038,34.4314028,Other,Y,Y,N,N,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,Y,N,5/30/2012 10:16:05 AM
1001311,86.2 York Tailgate Market,http://www.yorktailgatemarket.blogspot.com,802 E Liberty St,York,York,South Carolina,29745,April Saturday 8:00 AM to 12:00 PM September Saturday 8:00 AM to 12:00 PM,-81.2217622,34.9858219,Private business parking lot,Y,N,N,Y,N,N,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,N,4/27/2012 5:45:26 PM
1001331,86.9 Northeast Georgia. Locally Grown.net,http://http:/www.northeastgeorgia.locallygrown.net,295 E. Green St.,Clarkesville,Habersham,Georgia,30523,"April - December Wednesday 5:00 PM to 7:00 PM, (Pick up of orders is from 5:00 to 7:00 pm Wed. evening)",-83.5231858,34.6164668,"Faith-based institution (e.g., church, mosque, synagogue, temple)",N,N,N,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,N,N,Y,Y,Y,N,N,4/27/2012 11:10:58 PM
22005496,87.1 Clarkesville Farmers Market,http://clarkesvillefarmersmarket.com,1087 Washington St.,Clarkesville,Habersham,Georgia,30523,May - October Saturday 9:00 AM to 12:00 PM,-83.5234293,34.6127456,"Faith-based institution (e.g., church, mosque, synagogue, temple)",N,N,N,N,N,Y,N,Y,Y,Y,N,N,Y,N,Y,N,Y,N,N,Y,Y,N,Y,N,N,4/23/2013 7:54:14 PM
1004497,87.2 Clarkesville Farmers Market,,140 Laprade Street,Clarkesville,Habersham,Georgia,30523,June - October Saturday 9:00 AM to 12:00 PM,-83.5298,34.6154579,Private business parking lot,Y,N,N,N,N,Y,N,N,Y,Y,N,Y,Y,Y,N,N,Y,Y,N,Y,N,Y,Y,N,N,5/31/2012 11:06:15 PM
22001563,87.3 Cedar Valley Farmers Market,,Downtown Murphy on the square,Murphy,Cherokee,North Carolina,28906,,-83.9668,35.0731,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
22003965,87.5 Due West Farmers Market,http://www.duewestfarmers.org,Hwy. 184 & Beulah Street,Due West,,South Carolina,29639,,-82.3863,34.3355,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1004288,88.4 Hartwell Farmers Market,,City MLK Parking Lot,Hartwell,Hart,Georgia,30643,April - November Tuesday 3:30 PM to 7:00 PM,-82.933731,34.353623,Other,N,Y,Y,N,N,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,Y,Y,N,5/29/2012 3:25:57 PM
1004288,88.4 Hartwell Farmers Market,,Intersection of Carter & Howell Streets,Hartwell,Hart,Georgia,30643,April - November Saturday 7:00 AM to 12:00 PM,-82.9308839,34.3522048,Private business parking lot,N,Y,Y,N,N,Y,N,N,N,Y,N,Y,Y,Y,Y,N,N,N,Y,Y,N,N,Y,Y,N,5/29/2012 3:25:57 PM
22003254,88.6 Wilkes County Farmers Market,,200 Chestnut Street,North Wilkesboro,Wilkes,North Carolina,28659,,-81.1377,36.163,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1003562,88.8 Big Stone Gap Farmers Market,http://www.appfma.org/markets/big-stone-gap,460 Shawnee Avenue,Big Stone Gap,Wise,Virginia,24219,June - October Saturday 9:00 AM to 12:00 PM,-82.7752448,36.8681813,Local government building grounds,Y,N,N,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,5/17/2012 1:53:52 PM
1000961,89.1 Mount Holly Farmers Market,http://www.mounthollyfarmersmarket.com,130 South Main Street,Mount Holly,Gaston,North Carolina,28120,May - September Saturday 8:00 AM to 12:00 PM,-81.01675,35.29576,Private business parking lot,N,N,N,N,N,Y,Y,N,N,Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,N,4/26/2012 2:45:02 PM
22004963,89.2 Iva Farmers Market,,S.C. Hwy 81 and Broad Street,Iva,Anderson,South Carolina,,,-82.6639,34.3066,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011
1002224,91.3 Clinch River Farmers Market,,4th Street and Russell St.,St. Paul,Wise,Virginia,24283,"May - October Wednesday 2:00 AM to 5:00 PM, Saturday 8:00 AM to 1:00 PM",-82.707138,36.909823,Other,Y,N,N,N,Y,Y,N,Y,N,Y,N,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,Y,N,Y,5/3/2012 9:29:35 PM
1002836,92.6 Norton Friends & Farmers Market,http://nortonfarmersmarket.org,"815 Park Avenue, S.W.",Norton,Norton,Virginia,24273,"June - October Tuesday 4:00 PM to 7:00 PM, (Open Rain or Shine!)",-82.629976,36.933188,Local government building grounds,Y,N,N,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,N,5/10/2012 9:54:09 AM
1004786,93.0 Union County Farmers Market,http://www.ucfarmersmarket.com,148 Old Smokey Rd.,Blairsville,Union,Georgia,30512,"June - October Tuesday 3:00 PM to 7:00 PM, Friday 8:00 AM to 1:00 PM, Saturday 7:00 AM to 1:00 PM, (2nd & 4th Thurs. 3pm - 7pm, )",-83.952563,34.881671,Closed-off public street,N,N,N,N,N,Y,N,Y,Y,N,N,N,Y,Y,Y,N,N,N,N,Y,N,N,Y,Y,N,6/5/2012 1:44:09 PM
1003245,93.6 Glade Spring Farmers Market,http://www.gladespringfarmersmarket.com/,100 Town Square St,Glade Spring,Washington,Virginia,24340,May - October Saturday 8:00 AM to 12:00 PM,-81.7709398,36.7918625,Closed-off public street,N,Y,N,Y,Y,Y,N,N,Y,Y,N,Y,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,5/15/2012 4:06:13 PM
22003275,93.6 Stateville Rotary Farmers Market,,East Sharpe Street,Statesville,Iredell,North Carolina,28677,,-80.9019,35.7725,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
22002009,94.1 North Mecklenburg Farmers Market,,700 N. Tryon Street,Charlotte,Mecklenburg,North Carolina,28202,,-80.8893,35.4745,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
22002114,94.1 People's Market of Lebanon,,Lebanon Elementary & Middle Schools,Lebanon,Russell,Virginia,24266-0697,,-82.0757,36.9001,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1002499,94.5 The Evening Farmers Market,,"Pecan Park, Center and Water Streets",Statesville,Iredell,North Carolina,28677,April - October Thursday 4:00 PM to 6:30 PM,-80.88905,35.78607,Other,N,N,N,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,N,Y,Y,N,Y,Y,N,5/7/2012 7:40:44 PM
1001325,94.6 Dixie Lee Farmers Market,http://www.dixieleefarmersmarket.com/,12740 Kingston Pike,Knoxville,Knox,Tennessee,37934,April - October Saturday 9:00 AM to 12:00 PM,-84.2094222222,35.8671361111,Private business parking lot,Y,N,N,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,Y,N,4/27/2012 7:34:46 PM
22003738,95.3 Middlesboro Farmers' Market,,2005 Cumberland Ave.,Middlesboro,Bell,Kentucky,,,-83.7147,36.6072,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1003647,96.1 Crossroads Regional Farmers Market,,"East Broad Street, Newtowne Shopping Center",Statesville,Iredell,North Carolina,28677,"April - October Tuesday 4:00 PM to 8:00 PM, Friday 4:00 PM to 8:00 PM, (Fridays only April, May, and October)",-80.860319,35.791849,Private business parking lot,N,N,N,N,N,N,N,N,N,Y,N,N,Y,Y,Y,N,Y,Y,N,Y,N,N,N,Y,N,5/18/2012 6:23:45 AM
1004703,96.1 The Davidson Farmers Market,http://www.davidsonfarmersmarket.org,North Main Street,Davidson,Mecklenburg,North Carolina,28036,"January - March Saturday 9:00 AM to 12:00 PM, (Open on the 1st and 3rd Saturdays only) April - October Saturday 8:00 AM to 12:00 PM, (Open every Saturday) November - December Saturday 9:00 AM to 12:00 PM, (Open on the 1st and 3rd Saturdays only)",-80.84991,35.49806,Other,N,N,N,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,N,6/4/2012 2:49:10 PM
22003157,96.1 Harlan County Farmers Market,,110 River Street behind the Huddle House,Harlan,Harlan,Kentucky,40831,,-83.3239,36.8404,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
22001996,96.6 Charlotte Regional Farmers Market,http://www.ncdamarkets.org,1801 Yorkmont Road,Charlotte,Mecklenburg,North Carolina,28266-9184,,-80.9135,35.1897,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1000775,96.8 Chilhowie Farmer's Market,http://www.chilhowie.org,East Lee Highway,Chilhowie,Smyth,Virginia,24319,May - October Thursday 3:00 PM to 6:00 PM,-81.67717,36.802103,Local government building grounds,N,N,N,N,N,Y,N,N,Y,Y,N,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,N,N,N,4/26/2012 1:27:41 PM
1004303,97.0 White County Farmers Market,,66 East Kytle Street,Cleveland,White,Georgia,30528,June - September Saturday 7:30 AM to 12:00 PM,-83.761911,34.596317,Local government building grounds,N,N,N,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,N,Y,N,5/29/2012 6:51:08 PM
1001093,97.3 Huntersville Market,http://www.huntersville.org,103 Maxwell Streeet,Huntersville,Mecklenburg,North Carolina,28078,May Saturday 7:00 AM to 12:00 PM October Saturday 7:00 AM to 12:00 PM,-80.84126,35.41135,Local government building grounds,N,N,N,N,N,Y,Y,Y,Y,N,N,N,Y,Y,Y,N,Y,Y,N,Y,N,N,N,N,N,4/26/2012 4:39:36 PM
1002733,97.7 Chester County Farmers Market,http://www.clemson.edu/extension/county/chester/market,116 Columbia Street,Chester,Chester,South Carolina,29706,"June - December Tuesday 7:00 AM to 12:00 PM, Thursday 7:00 AM to 12:00 PM, Saturday 7:00 AM to 12:00 PM",-81.2132068,34.7039376,Other,N,Y,Y,Y,N,N,N,Y,Y,N,N,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,N,5/9/2012 3:17:13 PM
22001909,97.8 York County Farmers Market,,Elizabeth Lane & Black Street,Rock Hill,York,South Carolina,29745,,-81.027,34.9276,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1001027,97.8 Old Town Market,http://onlyinoldtown.com/market,190 Dave Lyle Boulevard,Rock Hill,York,South Carolina,29730,"May - September Thursday 5:00 PM to 8:00 PM, Saturday 8:00 AM to 12:00 PM, (Old Town Market will be open this season from May 10th to September 1st.)",-81.02697,34.927249,Other,Y,Y,N,Y,N,N,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,Y,4/26/2012 3:31:18 PM
22003769,98.0 Mooresville Rotary Club Farmers Market,,Located at First Baptist Church parking lot,Mooresville,Iredell,North Carolina,28115,,-80.8119,35.5808,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
22001900,98.4 Greenwood Farmers Market,,123 Oakridge Dr.,Greenwood Greenwood,Greenwood,South Carolina,29549,,-82.1403,34.2115,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
21000528,98.5 Abbeville Farmers Market,,118 Trinity Street at Livery Stable,Abbeville,Abbeville,South Carolina,29620,January - December Friday 7:00 am to 12:00 pm,-82.3811,34.176,Local government building grounds,N,N,N,Y,N,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,Y,N,N,Y,N,N,Y,N,N,4/4/2011 3:44:34 PM
22003327,98.8 Oak Ridge Farmers Market,,Square at Georgia Avenue,Oak Ridge,Anderson,Tennessee,37849,,-84.2356,36.0281,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1001782,99.0 East TN Farmers Association for Retail Marketing (F.A.R.M.),http://www.easttnfarmmarkets.org,Jackson Square,Oak Ridge,Anderson,Tennessee,37830,,-84.24019,36.028821,Local government building grounds,N,N,N,N,N,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,Y,Y,N,Y,N,N,N,Y,N,4/30/2012 6:40:50 PM
1004028,99.1 Atherton Market,http://www.facebook.com/athertonmillandmarket,2104 South Boulevard,Charlotte,Mecklenburg,North Carolina,28203,"January - December Tuesday 9:00 AM to 7:00 PM, Wednesday - Saturday 9:00 AM to 2:00 PM",-80.86127,35.20844,Other,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,N,Y,5/24/2012 1:29:06 PM
22000731,99.6 Center City Green Market,http://www.centercitygreenmarket.com,101 S Tryon St,Charlotte,Mecklenburg,North Carolina,28202,,-80.846,35.2263,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,May 21 2010 11:25AM
1003902,100.3 Bradford Store,http://www.thebradfordstore.com/,15915 Davidson Concord Rd,Huntersville,Mecklenburg,North Carolina,28078,"January - December Tuesday - Friday 10:00 AM to 6:00 PM, Saturday 9:00 AM to 4:00 PM",-80.7855537,35.423328,"On a farm from: a barn, a greenhouse, a tent, a stand, etc",N,N,N,N,N,Y,Y,N,N,Y,N,N,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,N,N,5/22/2012 1:40:56 PM
